time                                       <gas> H2(g)                                <gas> H2O(g)                               <gas> CO(g)                                 <gas> CO2(g)                               <gas> CH4(g)                                <gas> CH3COOH(g)                            <Pd111> *                                   <Pd111> H*                                  <Pd111> O*                                  <Pd111> OH*                                 <Pd111> H2O*                                <Pd111> C*                                 <Pd111> CO*                                 <Pd111> CO2*                                <Pd111> COOH*                               <Pd111> CCO*                                <Pd111> CCOO*                               <Pd111> CCOOH*                              <Pd111> CH*                                 <Pd111> CHCO*                               <Pd111> CHCOO*                              <Pd111> CHCOOH*                             <Pd111> CH2*                                <Pd111> CH2CO*                              <Pd111> CH2COO*                             <Pd111> CH2COOH*                            <Pd111> CH3*                                <Pd111> CH3CO*                              <Pd111> CH3COO*                             <Pd111> CH3COOH*                            <Pd111> co-H2O*
2.4765362615073522136862365480313666e-03   1.12685019115473886456463642254795728e-14  2.25337581844774786240736803281022757e-29   1.36236003987409222285436139602999213e-28  4.93724861515931244559275034562707138e-19   4.97578609702001249915595647853915752e-25  -6.87566334402769254370451082809356268e-07  -2.06269898226393414912020391938732521e-06   6.87566314074679939290610002064901744e-07   1.11302715890774646230766620680380887e-20   1.56631846177844613875525947159528102e-17   2.44343676427680787938244615467874872e-52  2.07497862101541027192872589355606956e-20   7.9110384912632278573210655493829892e-22    1.13936035041408644972608834087440559e-45   3.63488076668762598773804659431955571e-24   5.24189541715133340060097298316966154e-28   9.31171182645976762392459530340782748e-26   9.33563048597502415741268203692977282e-16   4.7376749915983535406047588949972452e-19    5.58495583987541605697720997572856047e-24   2.56784922417715356396172634372518435e-20   5.88514026677495188240000898857691376e-18   5.07188174896664348012434809912658695e-30   3.08305253105201354197721204958922481e-20   9.06294475015532589472210642238764131e-16   1.91760709701558132067834607566965099e-13  -1.19941253845706476965406270491289655e-29   3.13162114595066814729079181924281815e-17   1.37513247463797946220755540294267747e-06  -1.02719970885650521215868494999039141e-16  0.0000000000   
2.51327045997054869831025956481956178e-03  1.16052701137264846326650139913099714e-14  2.32072983056610230214278063046645473e-29   1.42955625166643756787465558548309512e-28  5.08660577577215932407801571981075937e-19   5.04953289181718771136041280788478804e-25  -6.87566334246468160491504737849357703e-07  -2.06269898114428029159420012546731374e-06   6.87566313276992651983446749099046819e-07   1.13995130746641237321989241834648226e-20   1.56633152837260053123294962941637302e-17   2.47969489465212587133256645358883506e-52  2.13775352139998277758317565082515551e-20   8.18087996621008673716242945421213518e-22   1.15644922160184059377500290177120479e-45   3.63435675410996782473791835391079427e-24   5.39919889055376887090231758250296606e-28   9.4513838493730522514607317847222591e-26    9.47386167661698206878470548891689655e-16   4.88102442730917669094168188745482142e-19   5.6999128596477109194779387663209085e-24    2.60636807193718994802285343919497898e-20   5.88429181820962748972260203267776439e-18   5.07125272684805837609968296678345031e-30   3.14642682414566402634493775769121296e-20   9.19714292274020572975626906996853815e-16   1.91733063974221758542510295570633238e-13  -8.10831008354656441861582337028802698e-30   3.1316323448134444134968868509739507e-17    1.37513247431640001076734881521927702e-06  -1.02719970822109826231079962741958794e-16  0.0000000000   
2.55000465843374518293428258160775696e-03  1.194699678783357092415716873371466e-14    2.38907604092256132371107897031017787e-29   1.49927368542249250571416364212369698e-28  5.23818572567282302410286303357240116e-19   5.12328219848253500885005590480857892e-25  -6.87566334090166962155635095609359738e-07  -2.06269898001470697342037207042732607e-06   6.87566312469384566305330056682382416e-07   1.16717946609539781155375908451173884e-20   1.56634459302150517089618918507496319e-17   2.51595360508419882396217409446413302e-52  2.20146271815174211552505334792863338e-20   8.45640780935735387950172462992274402e-22   1.17353723191651798473200333007631749e-45   3.63383281501589145966219040633888241e-24   5.55883263652696159489772033379404345e-28   9.59104878230921859158915422100711059e-26   9.61207295557636591281704686972224404e-16   5.02650890904193864604189505702075712e-19   5.81576018696443162487862378274413032e-24   2.64488497990982227823834135245879326e-20   5.88344349183185667988126326108848027e-18   5.07062440733394367045082063542958904e-30   3.21029143197742043741213898951942194e-20   9.33133433713521100549689930001901793e-16   1.91705422229061112002738266990916668e-13  -4.44884413406129085215804762407592424e-30   3.13164354367463389910017710462012863e-17   1.37513247399482035041763744588513139e-06  -1.02719970758075153848967478763687289e-16  0.0000000000   
2.58673885689694166755830559839596417e-03  1.22936819338686475201228284531966611e-14  2.4584144495171249271122630523414203e-29    1.5715123411422570363728855659517915e-28   5.39198846486130354566729787484751832e-19   5.19703401701605439162488576931052061e-25  -6.87566333933865659362842156089356494e-07  -2.06269897887521419459870402562733763e-06   6.87566311651855682256259924814934984e-07   1.19471163479470277730926620529964005e-20   1.56635765572516005774497813857090451e-17   2.55221289557302673727126907730484851e-52  2.26610621127068828575435898486631943e-20   8.73762202070502928433895107651454819e-22   1.19062438135811862259708962578964867e-45   3.63330894940539689251086275160365765e-24   5.72079665507091157258718123704257633e-28   9.73070662526826664430986261226273242e-26   9.75026432285317568950970617934565106e-16   5.17412843679663940590539840369491866e-19   5.93249782182557817317926502499809848e-24   2.68339994809505055460819008351636411e-20   5.88259528764163945287599267380928593e-18   5.06999679042429936317776110506488645e-30   3.27464635454728277517881574507400208e-20   9.46551899334034172194399711253966907e-16   1.9167778446607619244851852182778386e-13   -1.01572753611482699716729981049774265e-30   3.1316547425342366041006625801815476e-17    1.37513247367324048115842129494025233e-06  -1.0271997069354650406953104306422668e-16   0.0000000000   
2.62347305536013815218232861518415935e-03  1.26453255518317144205619931507248413e-14  2.52874505634979311234633287656020536e-29   1.64627221882573115985082135696744402e-28  5.54801399333760088877127889291398895e-19   5.27078834741774585968490240139060992e-25  -6.87566333777564252113125935929358007e-07  -2.06269897772580195512922613762731811e-06   6.87566310824405999836236353496645749e-07   1.22254781356432727048641378071014951e-20   1.56637071648356519177931648990426701e-17   2.58847276611860961125985140211088887e-52  2.33168400075682128827109256163856444e-20   9.02452260025311295167410879398726058e-22   1.20771066992664250737026178891127608e-45   3.63278515727848412328393538970488867e-24   5.88509094618561880397070029224879806e-28   9.87035737825019640962285695848890156e-26   9.88843577844741139886268341778747342e-16   5.32388301057327897053219192747754659e-19   6.05012576423115056437986249308303219e-24   2.72191297649287477713239963236802979e-20   5.88174720563897580870679027083996753e-18   5.06936987611912545428050437569012042e-30   3.33949159185525103964496802435490327e-20   9.5996968913555978790975625075297663e-16    1.91650150685266999879851060081245323e-13   2.19103971029282714635642007045286724e-30   3.13166594139225252849834327765782592e-17   1.37513247335166040298970036238461632e-06  -1.02719970628523876892770655643572177e-16  0.0000000000   
2.66020725382333463680635163197236054e-03  1.30019276417227716254746628244358238e-14  2.60006786142056587941328844296646305e-29   1.72355331847291487614797101517059541e-28  5.70626231110171505341483477250694608e-19   5.34454518968760941303010580104879906e-25  -6.87566333621262740406486403129357639e-07  -2.06269897656647025501192398850735176e-06   6.87566309987035519045259342727596995e-07   1.25068800240427129108520181074327098e-20   1.56638377529672057299920423907511431e-17   2.62473321672094744592792106888213056e-52  2.39819608661014112307525407824518466e-20   9.3171095480016048815071977823412727e-22    1.22479609762208963905151981944112629e-45   3.63226143863515315198140832064310055e-24   6.05171550987108328904827749941259351e-28   1.00100010412550078875281372596854587e-25   1.00265873223590730408759785850474101e-15   5.47577263037185733992227562836832687e-19   6.1686440141811487984804161869988091e-24    2.76042406510329494581096999901358984e-20   5.88089924582386574737365605218116653e-18   5.0687436644184219437590504473042797e-30    3.40482714390132523081059582736214221e-20   9.73386803118097947695759548498965174e-16   1.91622520886633534296735881751305437e-13   5.17145760516167157841311201877095617e-30   3.13167714024868167229321919704891764e-17   1.37513247303008011591147464821832916e-06  -1.02719970563007272318686182987320502e-16  0.0000000000   
2.69694145228653112143037464876056174e-03  1.33634882035418191348608374752241953e-14  2.67238286472944322831312975156020115e-29   1.80335564008380818526433454056121768e-28  5.86673341815364603959801021710998754e-19   5.41830454382564505166049596828515016e-25  -6.8756633346496112424292357304935787e-07   -2.06269897539721909424679757826731809e-06   6.87566309139744239883328892507738763e-07   1.27913220131453483910563029539899612e-20   1.56639683216462620140464138608335232e-17   2.66099424738004024127547807761863535e-52  2.46564246883064779016684353468604647e-20   9.61538286395050507383821804157582761e-22   1.24188066444446001764086371737925113e-45   3.63173779347540397860328154441771723e-24   6.2206703461273050278199128585339409e-28    1.01496376142827010780257035158525313e-25   1.01647189545881606155495916811254884e-15   5.62979729619237451407564950636734636e-19   6.28805257167557287548092610674562039e-24   2.79893321392631106064390118345307767e-20   5.88005140819630926887659001783189937e-18   5.06811815532218883161339931990810328e-30   3.47065301068550534867569915409559362e-20   9.86803241281648651552409604491906536e-16   1.91594895070175795699172986837949662e-13   7.92552614849170629900277603445674779e-30   3.1316883391035240354852903383555508e-17    1.37513247270849961992374415244128506e-06  -1.0271997049699669034727788258754035e-16   0.0000000000   
2.73367565074972760605439766554875692e-03  1.37300072372888569487205171036854969e-14  2.74569006627618674046675523984142678e-29   1.88567918365838724534200177688932574e-28  6.02942731449339384732074264184584114e-19   5.49206640983185277557607290309960427e-25  -6.8756633330865940362243746616935613e-07   -2.06269897421804847283384690690734349e-06   6.87566308282532162350445002837044606e-07   1.30788041029511791454769923467727481e-20   1.56640988708728207699562793092897997e-17   2.69725585809588799730252242832052679e-52  2.53402314741834128954586093096123338e-20   9.91934254809981352866716957169181277e-22   1.25896437039375364313829348272569378e-45   3.6312142217992366031495550610292332e-24    6.3919554549542840202856063696129367e-28    1.02892670973332759811155557269905017e-25   1.03028306751346741228835227060218451e-15   5.78595700803483049299231356147457165e-19   6.40835143671442279538139225232297411e-24   2.83744042296192312163119318568659351e-20   5.87920369275630637321559216779219812e-18   5.06749334883042611784355099350124112e-30   3.53696919220779139324027800455551642e-20   1.00021900362621189947970641873181167e-15   1.91567273235893784087162375341187985e-13   1.04532453402829313081254121175098337e-29   3.13169953795677961807455670157687012e-17   1.37513247238691891502650887505350166e-06  -1.02719970430492130978545630466568357e-16  0.0000000000   
2.7704098492129240906784206823369536e-03   1.4101484742963885067053701710565493e-14   2.8199894660612583518711741851539239e-29    1.97052394919669824998067365188931528e-28  6.19434400012095847658304340885029547e-19   5.56583078770623258477683660549222035e-25  -6.87566333152357578545028042809359237e-07  -2.0626989730289583907730719744273339e-06    6.87566307415399286446607673715543909e-07   1.33693262934602051741140862857819893e-20   1.56642294006468819977216387361203469e-17   2.73351804886849071400905412098759897e-52  2.60333812237322162121230626707092914e-20   1.02289886004495302459940523726882885e-21   1.27604721546997051554380911548024697e-45   3.63069072360665102562022887047741906e-24   6.56557083635202026644535803264948133e-28   1.04288894904067325967976938930989875e-25   1.04409224839986135628777716597363709e-15   5.94425176589922527667226779369012969e-19   6.52954060929769855818181462373107671e-24   2.87594569221013112877284600571376986e-20   5.87835609950385706039066250206280046e-18   5.06686924494313380244950546808365431e-30   3.60377568846818336450433237874166004e-20   1.01363409015178769147764999121864772e-15   1.91539655383787499460704047261038445e-13   1.27546151805353466057810202679324114e-29   3.13171073680844842006101828671318351e-17   1.37513247206533800121976881605494367e-06  -1.02719970363493594212489426624405207e-16  0.0000000000   
2.80714404767612057530244369912515028e-03  1.44779207205669034898603912913934832e-14  2.89528106408443454510847887265392671e-29   2.05788993669871884743855939407681615e-28  6.36148347503633992738491419450401502e-19   5.63959767744878447926278707546291076e-25  -6.87566332996055649010695322169360003e-07  -2.06269897182994884806447278082731283e-06   6.87566306538345612171816905143291041e-07   1.36628885846724264769675847710174343e-20   1.56643599109684456973424921413256886e-17   2.76978081969784839139507315562001661e-52  2.67358739369528878516617954301488319e-20   1.05443210209996552258188664445668209e-21   1.29312919967311063485741061564319138e-45   3.63016729889764724601530297276212188e-24   6.74151649032051376629916784764347522e-28   1.05685047935030709250721180141777339e-25   1.05789943811799789355323385422691205e-15   6.10468156978555886511551220301391357e-19   6.65162008942540016388219322097091975e-24   2.91444902167093508206885964353507445e-20   5.87750862843896133040180102064369569e-18   5.06624584366031188543126274365588739e-30   3.67107249946668126246786227665422703e-20   1.02704850085837602754624032195246396e-15   1.91512041513856941819798002597453749e-13   1.48296356692489521919696004857243837e-29   3.13172193565853044144467509376462782e-17   1.3751324717437568785035239754457507e-06   -1.02719970296001080049109271061051585e-16  0.0000000000   
2.84387824613931705992646671591334847e-03  1.48593151700979122171405858519810024e-14  2.97156486034571532017866930234139436e-29   2.14777714616444903771565900345182212e-28  6.53084573923953819972640696660631594e-19   5.71336707905950845903392431301176473e-25  -6.87566332839753615019439304249355492e-07  -2.0626989706210198447080493261073038e-06    6.87566305651371139526072697120199492e-07   1.39594909765878430540374878024789994e-20   1.56644904018375118688188395249050015e-17   2.80604417058396102946057953221782089e-52  2.74477096138454278140748075879322915e-20   1.08653398097501884681416117873253219e-21   1.310210323003174001079097983214337e-45     3.62964394767222526433477736788346399e-24   6.91979241685976451984703581459511752e-28   1.07081130066222909659388280902271232e-25   1.07170463666787702408472233536202033e-15   6.26724641969383125832204678944597676e-19   6.7745898770975276124825280440408719e-24    2.95295041134433498151923409915024001e-20   5.87666127956161918324900772353424235e-18   5.06562314498196036678882282021698014e-30   3.73885962520328508713086769829291879e-20   1.0404622357459769076854774109332604e-15    1.91484431626102111164444241350471558e-13   1.66783068064237480666911527708846421e-29   3.13173313450702568222552712273115172e-17   1.37513247142217554687777435322583753e-06  -1.02719970228014588488404982578385051e-16  0.0000000000   
2.88061244460251354455048973270154365e-03  1.52456680915569112488942853868144668e-14  3.04884085484510067708174547421648632e-29   2.24018557759388882081197248001429585e-28  6.70243079273055329360743399457096103e-19   5.78713899253840452409024831813874402e-25  -6.87566332683451476571260014649358654e-07  -2.06269896940217138070380161026732003e-06   6.87566304754475868509375049646255486e-07   1.42591334692064549053237953801668518e-20   1.56646208732540805121506808868583926e-17   2.84230810152682862820557325078078532e-52  2.81688882544098360993620991440593363e-20   1.11920449667011299729622884009656708e-21   1.32729058546016061420887121819373566e-45   3.62912066993038508057865205584201637e-24   7.100398615969772527088961933504458e-28     1.08477141297643927193978241212472191e-25   1.08550784404949874788224260937890719e-15   6.43194631562404245629187155298631924e-19   6.89844997231408090398281909294215665e-24   2.99144986123033082712396937255946698e-20   5.8758140528718306189322826107347398e-18    5.06500114890807924652218569776808238e-30   3.80713706567799483849334864365798379e-20   1.05387529481459033189536125816102607e-15   1.91456825720523007494642763520094148e-13   1.8300628592059734229945677123412642e-29    3.13174433335393414240357437361294337e-17   1.37513247110059400634251994939509834e-06  -1.02719970159534119530376914035904839e-16  0.0000000000   
2.91734664306571002917451274948974484e-03  1.56369794849439005851214899017051486e-14  3.12710904758259061581770738827892645e-29   2.33511523098703819672749982376431825e-28  6.87623863550938520902800980702989474e-19   5.86091341788547267443175909084375941e-25  -6.87566332527149233666157403449359956e-07  -2.06269896817340345605170210818733179e-06   6.87566303847659799121723962721621206e-07   1.45618160625282620308265075040795715e-20   1.56647513252181516273380162271855412e-17   2.87857261252645118763005431130905404e-52  2.88994098586461127075236700985299663e-20   1.15244364918524797402808962854859882e-21   1.34436998704407047424673032058143918e-45   3.62859746567212669474692703663640259e-24   7.28333508765053778802494620437127263e-28   1.0987308162929376185449106107237958e-25    1.09930906026286306494579467627764927e-15   6.59878125757619245902498649363486085e-19   7.02320037507506003838306636767371363e-24   3.02994737132892261888306546376235446e-20   5.8749669483695956374516256822452308e-18    5.06437985543866852463135137630757757e-30   3.87590482089081051655530511274940326e-20   1.06728767806421630017589186363575551e-15   1.91429223797119630810393569106296471e-13   1.96966010261569106817331735433097838e-29   3.1317555321992558219788168464091304e-17    1.3751324707790122568977607639536654e-06   -1.02719970090559673175024893772233042e-16  0.0000000000   
2.95408084152890651379853576627794002e-03  1.60332493502588802258221993938225126e-14  3.20636943855818513638655504452893255e-29   2.43256610634389716546224103470179596e-28  7.05226926757603394598823908464065108e-19   5.93469035510071291005845663112697659e-25  -6.87566332370846886304131494969361858e-07  -2.06269896693471607075180455938732352e-06   6.87566302930922931363119436346127489e-07   1.48675387565532644305456241742189595e-20   1.56648817577297252143808455458887352e-17   2.91483770358282870773402271380264763e-52  2.96392744265542576385595204513448495e-20   1.18625143852042377700974354408888093e-21   1.3614485277549035811926752903772921e-45    3.62807433489745010683960231026775437e-24   7.46860183190206030265498862719561121e-28   1.11268951061172413640926740481988936e-25   1.11310828530796997527537853605823562e-15   6.76775124555028126652139161139157484e-19   7.14884108538046501568326986823660322e-24   3.068442941640110356796522372759437e-20     5.8741199660549142388070369380656512e-18    5.06375926457372820111631985583679541e-30   3.94516289084173212131673710556704355e-20   1.08069938549485481252706922735744324e-15   1.91401625855891981111696658109095868e-13   2.08662241087152774220536420305763784e-29   3.13176673104299072095125454112056807e-17   1.3751324704574302985434967969015343e-06   -1.02719970021091249422348921787369404e-16  0.0000000000   
2.9908150399921029984225587830661352e-03   1.64344776875018501709964138605954059e-14  3.28662202777188423878828844296642684e-29   2.53253820366446572701619611282680989e-28  7.23052268893049950448802133769747753e-19   6.00846980418412523097034093898821714e-25  -6.87566332214544434485182318649350013e-07  -2.06269896568610922480408274946731552e-06   6.87566302004265265233561470519830173e-07   1.51763015512814621044811453905850002e-20   1.56650121707888012732791688429645961e-17   2.95110337469596118851747845826152491e-52  3.03884819581342708924696502025026497e-20   1.2206278646756404062411905867171501e-21    1.37852620759265993504670612758157078e-45   3.62755127760635531685667787673599015e-24   7.6561988487243400709790892019775733e-28    1.12664749593279882553285279441304562e-25   1.12690551918481947887099418872064435e-15   6.93885627954630887878108690625670176e-19   7.27537210323029583588342959463009131e-24   3.10693657216389404086434009955035545e-20   5.87327310592778642299851637819607584e-18   5.06313937631325827597709113635610538e-30   4.01491127553075965277764462211102159e-20   1.09411041710650586894889334932610569e-15   1.91374031896840058398552030528484631e-13   2.18094978397348344509070825852092366e-29   3.13177792988513883932088745774729917e-17   1.37513247013584813127972804823870502e-06  -1.02719969951128848272348998081314438e-16  0.0000000000   
3.02754923845529948304658179985433037e-03  1.68406644966728104206441333061592465e-14  3.36786681522368792302290758359145598e-29   2.63503152294874388138936505813929159e-28  7.41099889957278188452736858026140534e-19   6.08225176513570960140462514919335587e-25  -6.87566332058241878209309816889360667e-07  -2.06269896442758291820853667842734307e-06   6.87566301067686800733050065242726318e-07   1.54881044467128550526330711531758717e-20   1.56651425643953798040329861184145352e-17   2.98736962586584862998042154468562411e-52  3.11470324533861524692540593520045361e-20   1.25557292765089786172243075643359395e-21   1.39560302655733953580882283219402477e-45   3.62702829379884232479815373604086524e-24   7.84612613811737709299724792871690997e-28   1.14060477225616168591566677950326936e-25   1.14070076189341157573264163426482893e-15   7.11209635956427529580407237823001445e-19   7.40279342862455249898354554685423907e-24   3.14542826290027367108651864413521838e-20   5.87242636798821219002606400263646195e-18   5.06252019065725874921366521786406841e-30   4.08514997495789311093802766238128727e-20   1.10752077289916946944136422954170453e-15   1.91346441919963862670959686364494292e-13   2.25264222192155817682934952072117033e-29   3.1317891287257001770877155962887934e-17    1.37513246981426575510645451796506002e-06  -1.02719969880672469725025122654067973e-16  0.0000000000   
3.06428343691849596767060481664253759e-03  1.72518097777717609747653577298063676e-14  3.45010380091359618909041246640392664e-29   2.74004606419673162858174787063929083e-28  7.59369789950288108610630009070979882e-19   6.15603623795546609139676687282613538e-25  -6.87566331901939217476514017849354289e-07  -2.06269896315913715096516634626732389e-06   6.87566300121187537861585220514796823e-07   1.58029474428474432750014014619931558e-20   1.56652729385494608066422973722396643e-17   3.02363645709249103212285197307513054e-52  3.19149259123099023689127478998503417e-20   1.2910866274461961434534640532381247e-21    1.41267898464894238347902540421474043e-45   3.62650538347491113066402988818250197e-24   8.038383700081171368709464807414368e-28     1.15456133958181271755770936009058128e-25   1.15449401343374626586032087269084683e-15   7.28747148560418051759034802731166656e-19   7.53110506156323500498361772491000493e-24   3.18391801384924924746305800651395063e-20   5.87157975223619153988967981138710889e-18   5.06190170760572962082604210036139917e-30   4.1558789891231324957978862263778907e-20    1.12093045287284561400448186800431094e-15   1.91318855925263393928919625617057586e-13   2.30169972471575193742128798965833118e-29   3.13180032756467473425173895674494814e-17   1.3751324694926831700236762060807345e-06   -1.02719969809722113780377057087050208e-16  0.0000000000   
3.10101763538169245229462783343073277e-03  1.76679135307987018333600871268048799e-14  3.53333298484160903699080309140388547e-29   2.8475818274084289685933445503267804e-28   7.77861968872079710922480944291694781e-19   6.22982322264339466667409536403701472e-25  -6.87566331745636452286794921529360265e-07  -2.06269896188077192307397175298729322e-06   6.87566299164767476619166936336119564e-07   1.61208305396852267715861363170374787e-20   1.56654032932510442811071026044387006e-17   3.05990386837588839494476974342969418e-52  3.26921623349055205914457158460395654e-20   1.32716896406153525143429047713077238e-21   1.42975408186746847805731384364370913e-45   3.62598254663456173445430633316045175e-24   8.23297153461572289811573983806900147e-28   1.16851719790975192045898053617488103e-25   1.16828527380582354925403190399870079e-15   7.4649816576660245441399138535013307e-19    7.66030700204634335388364612879634889e-24   3.22240582501082076999395818668667749e-20   5.87073325867172447258936380444707584e-18   5.06128392715867089081422178384848174e-30   4.22709831802647780735722031410082145e-20   1.13433945702753430263824626471387016e-15   1.91291273912738652172431848286236346e-13   2.32812229235606472686652366533226619e-29   3.13181152640206251081295753911709763e-17   1.37513246917110037603139311258567259e-06  -1.02719969738277780438405268680680659e-16  0.0000000000   
3.13775183384488893691865085021892794e-03  1.80889757557536329964283215047551636e-14  3.61755436700732413537184557187265713e-29   2.95763881258383590142415509720175484e-28  7.96576426722652995388293687001800821e-19   6.30361271919949532723661062282609585e-25  -6.87566331589333582640152562489359197e-07  -2.06269896059248723453495289858735688e-06   6.87566298198426617005795212706647521e-07   1.64417537372262055423872757183073372e-20   1.5665533628500130227427401815011644e-17    3.0961718597160407184461748557499739e-52   3.34787417211730071368529631905707038e-20   1.36381993749691518566491002811152132e-21   1.44682831821291781954368815048097405e-45   3.62545978327779413616898307097479612e-24   8.42988964172103168121607302068135803e-28   1.18247234723997929461948030775627055e-25   1.18207454300964342591377472818831144e-15   7.64462687574980737545276985679938774e-19   7.79039925007387754568363075851335253e-24   3.26089169638498823867921918465336553e-20   5.86988688729481098812511598181736775e-18   5.06066684931608255917820426832504873e-30   4.29880796166792904561602992555014006e-20   1.14774778536323553534265741967039315e-15   1.91263695882389637401496354372004823e-13   2.33190992484249654516505654774322427e-29   3.13182272523786350677137134340360827e-17   1.37513246884951737312960523747988901e-06  -1.02719969666339469699109528553116533e-16  0.0000000000   
3.17448603230808542154267386700712312e-03  1.85149964526365544639700608578456836e-14  3.70276794741153124577681383359138082e-29   3.0702170197229524270741795112642196e-28   8.15513163502007962008056167260743552e-19   6.37740472762376807308431264919332778e-25  -6.87566331433030608536586872889357763e-07  -2.06269895929428308534807308290731261e-06   6.87566297222164959021470049626298409e-07   1.67657170354703795874048196658026478e-20   1.56656639442967186456031950039584946e-17   3.132440431112948002627067310035352e-52    3.42746640711123620051344899334474318e-20   1.40103954775233594614532270618039762e-21   1.46390169368529040793814832472653303e-45   3.62493709340460833580806010162679938e-24   8.62913802139709771801046435525113895e-28   1.19642678757249484003920867483471162e-25   1.19586182104520589583954934525981562e-15   7.82640713985552901152891603720585771e-19   7.92138180564583758038357161406109742e-24   3.29937562797175165351884100041393959e-20   5.86904063810545108649693634349757838e-18   5.06005047407796462591798955379050214e-30   4.37100792004748621057431506072546025e-20   1.16115543787994931211771533287390728e-15   1.91236121834216349616113143874360741e-13   2.3130626221750473923168866368908165e-29    3.13183392407207772212698036960514719e-17   1.37513246852793416131831258076338082e-06  -1.02719969593907181562489836704361934e-16  0.0000000000   
3.2112202307712819061666968837953183e-03   1.89459756214474662359853051880135599e-14  3.78897372605384293801466783749760825e-29   3.18531644882577854554341779251423925e-28  8.34672179210144610781779374674898149e-19   6.45119924791621290421720144313860856e-25  -6.87566331276727529976097886009359867e-07  -2.06269895798615947551340439554732274e-06   6.87566296235982502666191447095148637e-07   1.70927204344177489066387681595248302e-20   1.56657942406408095356344821712796372e-17   3.16870958256661024748744710628595202e-52  3.5079929384723585196290296074667745e-20    1.43882779482779753287552851133732298e-21   1.48097420828458624324069436638024141e-45   3.62441447701500433337153742511521763e-24   8.83071667364392100849891384177894166e-28   1.21038051890729855671816563741026796e-25   1.20964710791251095903135575521313671e-15   8.0103224499831894523683523947203397e-19    8.0532546687622234579834686954399506e-24    3.33785761977111101451282363396852497e-20   5.86819451110364476770482488948854163e-18   5.0594348014443170910335776402453087e-30    4.44369819316514930223207571962748152e-20   1.17456241457767563296342000432438517e-15   1.91208551768218788816282216793309178e-13   2.27158038435371726832201393277524511e-29   3.1318451229047051568797846177220394e-17    1.37513246820635074059751514243605691e-06  -1.02719969520980916028545916568863547e-16  0.0000000000   
3.24795442923447839079071990058351348e-03  1.93819132621863683124740544974936883e-14  3.87617170293425921208540758359139485e-29   3.30293709989231425683186994095177645e-28  8.5405347384706294170946029175911397e-19    6.52499628007682982063527700466214212e-25  -6.87566331120424346958685640249361424e-07  -2.0626989566681164050309114470673236e-06    6.87566295239879247939959405113256978e-07   1.74227639340683135000891211994731328e-20   1.56659245175324028975212633169769534e-17   3.20497931407702745302731424450177396e-52  3.58945376620066767103203816142309751e-20   1.47718467872329994585552744358245401e-21   1.49804586201080532545132627544224385e-45   3.62389193410898212885941504143996421e-24   9.0346255984615015526814214802639696e-28    1.22433354124439044465635119548268467e-25   1.2234304036115586154891939580482788e-15    8.19637280613278869797107892934323463e-19   8.18601783942303517848332200264942267e-24   3.37633767178306632166116708531675414e-20   5.86734850628939203174878161978902801e-18   5.05881983141513995452496852769016849e-30   4.51687878102091832058931190225562338e-20   1.18796871545641449787977143402172916e-15   1.91180985684396955002003573128851537e-13   2.20746321137850617318043843539683682e-29   3.13185632173574581102978408775369475e-17   1.37513246788476711096721292249817294e-06  -1.02719969447560673097278311740982443e-16  0.0000000000   
3.28468862769767487541474291737170865e-03  1.98228093748532606934363087795799799e-14  3.96436187805278006798903307187254323e-29   3.42307897292255956093953595657665695e-28  8.73657047412762954791102383033354783e-19   6.59879582410561882233853933376350786e-25  -6.87566330964121059484350060089361995e-07  -2.06269895534015387390059423746731189e-06   6.87566294233855194842773923680573474e-07   1.77558475344220733677558787856469709e-20   1.56660547749714987312635384410465089e-17   3.2412496256441996192466687246830958e-52   3.67184889029616365472247465521374562e-20   1.51611019943884318508531950291550881e-21   1.51511665486394765457004405191243455e-45   3.62336946468654172227169295060138068e-24   9.24086479584983935055798727070632235e-28   1.2382858545837705038537653490523441e-25    1.23721170814234886521306395376521179e-15   8.38455820830432674833709564107416832e-19   8.3196713176282727418831315356893709e-24    3.41481578400761757496387135445932871e-20   5.86650262366269287862880653439918721e-18   5.05820556399043321639216221612407029e-30   4.59054968361479326564602360860996935e-20   1.20137434051616590686676962196611184e-15   1.91153423582750848173277212881022149e-13   2.12071110324941410689216014475504711e-29   3.13186752056519968457697877970037837e-17   1.37513246756318327242740592094947914e-06  -1.02719969373646452768686755191910525e-16  0.0000000000   
